species,country_of_origin,region,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters,grading_date,total_cup_points,owner,variety,altitude
Arabica,Taiwan,NA,NA,7.58,7.58,7.17,7.17,7,7,10,10,10,10,0.11,Blue-Green,NA,NA,NA,"February 13th, 2017",83.5,cqi taiwan icp cqi台灣合作夥伴,NA,NA
Arabica,Costa Rica,tarrazu,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,0,Blue-Green,1850,1850,1850,"June 6th, 2016",83.5,"ceca, s.a.",Caturra,1850
Arabica,Colombia,pitalito,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,0,Green,1000,1000,1000,"April 7th, 2016",83.5,carcafe ltda ci,Caturra,1000
Arabica,Guatemala,oriente,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.1,Bluish-Green,1219.2,1219.2,1219.2,"March 16th, 2016",83.5,juan luis alvarado romero,Bourbon,4000
Arabica,Colombia,huila,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,0.12,Green,1600,1950,1775,"November 19th, 2015",83.5,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,"Tanzania, United Republic Of",nkure- meru,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,0.13,Green,1400,1400,1400,"November 16th, 2015",83.5,damari absalome,Ruiru 11,1400m
Arabica,Indonesia,bener meriah,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,0.13,Bluish-Green,1500,1500,1500,"September 14th, 2015",83.5,aulia arif syahri,Sumatra,1500
Arabica,Ethiopia,oromia,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,0.1,NA,1600,1600,1600,"March 31st, 2015",83.5,debesa agro industry plc,NA,1600 on average
Arabica,Colombia,huila,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,0,NA,NA,NA,NA,"March 12th, 2015",83.5,federacion nacional de cafeteros,NA,NA
Arabica,Colombia,huila,Washed / Wet,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,0.11,Green,1850,1850,1850,"January 22nd, 2015",83.5,exportadora de cafe condor s.a,Caturra,1850 msnm
Arabica,Guatemala,atitlan,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,0.1,Green,1400,1400,1400,"December 18th, 2014",83.5,the coffee source inc.,Caturra,1400 mts
Arabica,Colombia,cundinamarca,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,0,NA,1650,1650,1650,"August 11th, 2014",83.5,compañia colombiana agroindustrial s.a,Caturra,1650
Arabica,Honduras,comayagua,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,0.1,Green,1350,1350,1350,"April 8th, 2014",83.5,NA,Caturra,1350
Arabica,Colombia,huila,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,0,Green,1750,1750,1750,"April 26th, 2013",83.5,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Colombia,huila,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,0.11,Green,1750,1750,1750,"May 24th, 2013",83.5,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Mexico,xalapa,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,0.13,Green,1170,1170,1170,"August 31st, 2012",83.5,manuel herrera juarez,Bourbon,1170
Arabica,Mexico,chilón,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,0.11,Green,940,940,940,"August 30th, 2012",83.5,miguel cortes moreno,Typica,940
Arabica,Mexico,totutla,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,0.12,Green,1400,1400,1400,"July 11th, 2012",83.5,gabriel bernardo rivas ross,Pacamara,1400
Arabica,Guatemala,atitlan,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,0.1,Green,1524,1524,1524,"April 30th, 2012",83.5,juan luis alvarado romero,Caturra,5000
Arabica,Colombia,huila,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,0.11,Green,1600,1950,1775,"February 9th, 2012",83.5,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Guatemala,oriente,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,0,Green,1402.08,1402.08,1402.08,"February 1st, 2012",83.5,felipe isaza,Bourbon,4600 ft.
Arabica,United States (Hawaii),NA,NA,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,0.01,NA,NA,NA,NA,"March 8th, 2011",83.5,kona pacific farmers cooperative,NA,NA
Arabica,Indonesia,bondowoso,NA,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,0,NA,1600,1600,1600,"November 29th, 2010",83.5,specialty coffee association of indonesia,NA,1600
Arabica,Colombia,huila,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,0,Green,439,439,439,"November 9th, 2017",83.42,carcafe ltda ci,Caturra,439
Arabica,Guatemala,san marcos,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,0.1,Green,1700,1700,1700,"August 23rd, 2017",83.42,juan luis alvarado romero,Bourbon,1700
Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,0.11,Green,442,442,442,"May 10th, 2017",83.42,carcafe ltda ci,Caturra,442
Arabica,Costa Rica,tarrazu,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,0.09,Blue-Green,1850,1850,1850,"February 17th, 2017",83.42,"ceca, s.a.",Caturra,1850
Arabica,Taiwan,NA,NA,7.67,7.67,7,7.08,7,7,10,10,10,10,0.11,Blue-Green,NA,NA,NA,"February 13th, 2017",83.42,cqi taiwan icp cqi台灣合作夥伴,NA,NA
Arabica,Uganda,eastern,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,0.11,Green,1800,1800,1800,"July 21st, 2016",83.42,bugisu cooperative union,SL14,1800
Arabica,Thailand,thailand,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,0.13,Bluish-Green,1200,1200,1200,"June 27th, 2016",83.42,松澤宏樹 koju matsuzawa,Catimor,1200
Arabica,El Salvador,apaneca,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,0.11,NA,1330,1330,1330,"April 25th, 2016",83.42,consejo salvadoreño del café,Bourbon,1330
Arabica,Colombia,huila,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,0.12,Green,442,442,442,"April 29th, 2015",83.42,carcafe ltda ci,Caturra,442 msnm
Arabica,Brazil,vale da grama,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,0.12,Green,NA,NA,NA,"January 15th, 2015",83.42,bourbon specialty coffees,Yellow Bourbon,NA
Arabica,"Tanzania, United Republic Of",karatu northern,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,0.13,Green,1600,1600,1600,"December 12th, 2014",83.42,ngila estate ltd,Bourbon,1600
Arabica,Colombia,huila,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,0.12,Green,1813,1813,1813,"October 15th, 2014",83.42,compañia colombiana agroindustrial s.a,Caturra,1813
Arabica,Guatemala,oriente,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,0.1,Green,1219.2,1219.2,1219.2,"August 21st, 2014",83.42,juan luis alvarado romero,Bourbon,4000 psnm
Arabica,Guatemala,antigua,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,0.1,Green,1500,1500,1500,"February 18th, 2014",83.42,juan luis alvarado romero,Caturra,1500 msnm
Arabica,Guatemala,oriente,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,0.11,Green,1310.64,1310.64,1310.64,"July 16th, 2013",83.42,juan luis alvarado romero,Bourbon,4300
Arabica,United States (Hawaii),kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,0,Green,NA,NA,NA,"January 24th, 2013",83.42,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Colombia,cundinamarca,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,0.11,Green,1450,1450,1450,"June 26th, 2012",83.42,exportadora de cafe condor s.a,Caturra,1450 msnm
Arabica,Colombia,huila,NA,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,0.1,NA,NA,NA,NA,"February 1st, 2011",83.42,federacion nacional de cafeteros,NA,NA
Arabica,United States (Hawaii),kona,NA,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,0.01,NA,NA,NA,NA,"December 27th, 2010",83.42,kona pacific farmers cooperative,NA,NA
Arabica,Thailand,NA,NA,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,0.11,NA,NA,NA,NA,"April 13th, 2010",83.42,doi tung development project,Peaberry,NA
Arabica,Mexico,nayarit,NA,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,0.09,NA,900,1200,1050,"May 26th, 2010",83.38,grounds for health admin,NA,900-1200mtr
Arabica,Colombia,huila,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,0,NA,1650,1650,1650,"November 8th, 2016",83.33,exportadora de cafe condor s.a,Caturra,1650
Arabica,Colombia,guayata,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,0,Blue-Green,NA,NA,NA,"June 15th, 2016",83.33,racafe & cia s.c.a,Caturra,NA
Arabica,Colombia,huila,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0,Green,NA,NA,NA,"May 5th, 2016",83.33,racafe & cia s.c.a,Caturra,NA
Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,0.1,Green,1227,1227,1227,"October 12th, 2015",83.33,ipanema coffees,Catuai,1227
Arabica,Mexico,chiapas,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,0.12,Green,1200,1200,1200,"July 14th, 2015",83.33,andreas kussmaul,Caturra,1200
Arabica,Colombia,santander,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,0.11,Green,1650,1650,1650,"April 8th, 2015",83.33,exportadora de cafe condor s.a,Caturra,1650 msnm
Arabica,"Tanzania, United Republic Of",arusha,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,0.12,Green,1700,1700,1700,"December 12th, 2014",83.33,afca,Other,1700
Arabica,Mexico,veracruz,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,0.12,Green,1100,1100,1100,"July 15th, 2014",83.33,j.andrade,Other,1100
Arabica,Costa Rica,san ramon,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,0.12,Green,1300,1300,1300,"April 7th, 2014",83.33,the coffee source inc.,Caturra,1300 msnm
Arabica,United States (Hawaii),kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,0.11,Bluish-Green,NA,NA,NA,"February 25th, 2014",83.33,eileen koyanagi,Hawaiian Kona,NA
Arabica,Costa Rica,central valley,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,0.11,Green,1100,1300,1200,"February 14th, 2014",83.33,eric thormaehlen,Catuai,1100-1300
Arabica,Peru,NA,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,0.12,Green,NA,NA,NA,"January 21st, 2014",83.33,dane loraas,NA,NA
Arabica,Haiti,"thiotte, haiti",Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,0.11,Green,1280.16,1280.16,1280.16,"October 3rd, 2013",83.33,itiah coffee llc,Typica,4200 feet
Arabica,Colombia,pitalito,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,0.11,Green,1000,1000,1000,"April 26th, 2013",83.33,carcafe ltda ci,Caturra,1000 msnm
Arabica,Guatemala,oriente,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,0.11,Green,1310.64,1310.64,1310.64,"February 26th, 2013",83.33,juan luis alvarado romero,Bourbon,4300
Arabica,United States (Hawaii),kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,0.1,Bluish-Green,NA,NA,NA,"January 24th, 2013",83.33,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Burundi,kayanza,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,0,NA,1880,1880,1880,"August 29th, 2012",83.33,steven kil,Bourbon,1880
Arabica,Colombia,huila,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,0,Green,1750,1750,1750,"May 30th, 2012",83.33,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,United States (Hawaii),kona,NA,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,0.01,NA,NA,NA,NA,"September 20th, 2011",83.33,kona pacific farmers cooperative,NA,NA
Arabica,United States (Hawaii),NA,NA,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,0,NA,NA,NA,NA,"February 24th, 2011",83.33,kona pacific farmers cooperative,NA,NA
Arabica,Mexico,sierra madre occidental,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,0.11,Blue-Green,1600,1600,1600,"March 7th, 2017",83.25,cafe de don balbino s.c. de r.l. de c.v.,Typica,1600
Arabica,Costa Rica,tarrazu,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,0.11,Green,1900,1900,1900,"January 30th, 2017",83.25,troy quimby,Catuai,1900
Arabica,Costa Rica,tarrazu,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,0.11,NA,NA,NA,NA,"September 20th, 2016",83.25,rodrigo soto,NA,NA
Arabica,Guatemala,nuevo oriente,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,0.11,Green,2100,2100,2100,"August 12th, 2016",83.25,juan luis alvarado romero,Pacas,2100
Arabica,Uganda,"sipi, mt elgon",Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,0.12,Green,NA,NA,NA,"May 19th, 2016",83.25,kawacom uganda ltd,SL14,NA
Arabica,Brazil,campos altos - cerrado,NA,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,0.12,Green,NA,NA,NA,"January 12th, 2016",83.25,bourbon specialty coffees,NA,NA
Arabica,Colombia,huila,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,0,Green,442,442,442,"November 27th, 2015",83.25,carcafe ltda ci,Caturra,442 msnm
Arabica,Mexico,cuarenteño,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,0.12,Bluish-Green,1261,1261,1261,"July 14th, 2015",83.25,productos y servicios chilindron s.a. de c.v.,Typica,1261
Arabica,Taiwan,natou county,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,0.1,Blue-Green,1000,1000,1000,"June 18th, 2015",83.25,"lin, che-hao krude 林哲豪",Bourbon,1000 m
Arabica,Taiwan,南投國姓,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,0.1,Green,800,800,800,"November 23rd, 2014",83.25,cqi taiwan icp cqi台灣合作夥伴,Typica,800公尺
Arabica,Colombia,eje cafetero,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,0,Green,1483,1483,1483,"June 24th, 2014",83.25,compañia colombiana agroindustrial s.a,Caturra,1483
Arabica,Guatemala,antigua,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,0.1,Green,1500,1500,1500,"March 7th, 2014",83.25,juan luis alvarado romero,Caturra,1500 msnm
Arabica,Colombia,huila,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,0.11,Green,1750,1750,1750,"August 2nd, 2013",83.25,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Mexico,chiapas,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0.12,Green,1300,1300,1300,"March 29th, 2013",83.25,calixto guillen vazquez,Bourbon,1300
Arabica,United States (Hawaii),kona,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,0.11,Bluish-Green,NA,NA,NA,"March 21st, 2013",83.25,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Mexico,veracruz,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0.13,Green,NA,NA,NA,"August 1st, 2012",83.25,ernesto rodriguez luna,Mundo Novo,NA
Arabica,Mexico,fortín de las flores,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,0.12,Blue-Green,1000,1000,1000,"July 11th, 2012",83.25,modesto landeros flores,Caturra,1000
Arabica,Guatemala,oriente,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,0.11,Green,1310.64,1310.64,1310.64,"July 9th, 2012",83.25,juan luis alvarado romero,Bourbon,4300
Arabica,Brazil,grama valley,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11,Blue-Green,1200,1200,1200,"February 23rd, 2012",83.25,nucoffee,Yellow Bourbon,1200m
Arabica,Colombia,huila,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,0.12,Green,175,175,175,"February 22nd, 2012",83.25,exportadora de cafe condor s.a,Caturra,175
Arabica,Colombia,la plata,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,0.11,Green,1600,1950,1775,"February 9th, 2012",83.25,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Colombia,huila,NA,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,0.08,NA,1600,1800,1700,"June 14th, 2011",83.25,exportadora de cafe condor s.a,NA,1600-1800msnm
Arabica,Colombia,cauca,NA,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,0.13,NA,1880,1880,1880,"February 22nd, 2011",83.25,exportadora de cafe condor s.a,NA,1880 msnm
Arabica,Colombia,cundinamarca,NA,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,0.04,NA,1800,1800,1800,"January 17th, 2011",83.25,exportadora de cafe condor s.a,NA,1800 m.s.n.m
Arabica,Brazil,south of minas,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,0.11,Green,890,890,890,"October 20th, 2017",83.17,ipanema coffees,Bourbon,890
Arabica,Guatemala,oriente,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,0.1,Green,1901,1901,1901,"August 24th, 2017",83.17,juan luis alvarado romero,Bourbon,1901
Arabica,"Tanzania, United Republic Of",moshi,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,0.12,Green,168,168,168,"June 20th, 2017",83.17,taylor winch (t) ltd,Bourbon,16.8
Arabica,Peru,NA,NA,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,0.11,Green,NA,NA,NA,"June 16th, 2017",83.17,andrea bernal,NA,NA
Arabica,Vietnam,dala,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,0.07,None,1550,1550,1550,"May 8th, 2017",83.17,"sunvirtue co., ltd.",Catimor,1550
Arabica,Guatemala,antigua,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,0.11,Green,1500,1500,1500,"May 23rd, 2016",83.17,juan luis alvarado romero,Caturra,1500
Arabica,Honduras,marcala,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,Blue-Green,1450,1450,1450,"May 2nd, 2016",83.17,cadexsa,Catuai,1450
Arabica,China,yunnan,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,0.11,Green,1200,1200,1200,"April 6th, 2016",83.17,yunnan coffee exchange,Catimor,1200
Arabica,China,dehong prefecture,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,0.1,Green,1600,1600,1600,"April 5th, 2016",83.17,yunnan coffee exchange,Catimor,1600
Arabica,El Salvador,apaneca,Washed / Wet,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,0,Green,1350,1350,1350,"March 29th, 2016",83.17,consejo salvadoreño del café,Bourbon,1350
Arabica,Guatemala,antigua,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,0.11,Green,1500,1500,1500,"October 29th, 2015",83.17,juan luis alvarado romero,Bourbon,1500msnm
Arabica,Guatemala,oriente,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,0.12,Green,1400,1900,1650,"September 29th, 2015",83.17,juan luis alvarado romero,Bourbon,1400-1900 psn
Arabica,Kenya,kenya,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1,Bluish-Green,1,500,250.5,"July 3rd, 2015",83.17,taylor winch (coffee) ltd.,SL28,approx.1'500 metres a.s.l.
Arabica,Thailand,thailand,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,0.12,Bluish-Green,800,800,800,"June 9th, 2015",83.17,doi tung development project,NA,800++
Arabica,"Tanzania, United Republic Of",mbinga,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,0.13,Bluish-Green,1653,1653,1653,"December 12th, 2014",83.17,tutunze kahawa ltd,Other,1653
Arabica,Colombia,huila,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,0,NA,1600,1950,1775,"November 5th, 2014",83.17,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Uganda,eastern,Washed / Wet,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,0.1,Bluish-Green,1800,1800,1800,"October 28th, 2014",83.17,kabum trading company,SL14,1800
Arabica,Colombia,NA,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11,Green,NA,NA,NA,"August 25th, 2014",83.17,cafe politico,NA,NA
Arabica,Honduras,san marcos,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,0.1,Green,1450,1450,1450,"April 12th, 2014",83.17,mayra yessenia torres,Catuai,1450 msnn
Arabica,Honduras,comayagua,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,Green,1350,1350,1350,"April 8th, 2014",83.17,NA,Caturra,1350
Arabica,Guatemala,san marcos,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,0.09,Green,1524,1524,1524,"March 27th, 2014",83.17,juan luis alvarado romero,Catuai,5000 pies
Arabica,United States (Hawaii),kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,0.11,Bluish-Green,NA,NA,NA,"February 7th, 2014",83.17,eileen koyanagi,Hawaiian Kona,NA
Arabica,"Tanzania, United Republic Of",kilimanjaro,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,0.12,Green,1800,1800,1800,"January 31st, 2014",83.17,balam hinyula,Bourbon,1800
Arabica,Guatemala,oriente,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,0.11,Green,1310.64,1310.64,1310.64,"April 26th, 2013",83.17,juan luis alvarado romero,Bourbon,4300
Arabica,Mexico,chiapas,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,0.11,Green,1500,1500,1500,"March 29th, 2013",83.17,nestor mendez gomez,Typica,1500
Arabica,Mexico,"tlanchinol, hidalgo",Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,0.12,None,532,532,532,"September 27th, 2012",83.17,saul m. hernandez ramirez,Typica,532
Arabica,Mexico,san bartolo tutotepec,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,0.14,None,1089,1089,1089,"September 27th, 2012",83.17,saul m. hernandez ramirez,Pacamara,1089
Arabica,Colombia,huila,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,0.11,Green,1600,1950,1775,"August 31st, 2012",83.17,racafe & cia s.c.a,Caturra,de 1.600 a 1.950 msnm
Arabica,Mexico,san isidro,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,0.13,Green,700,700,700,"July 11th, 2012",83.17,fernando mendoza aparicio,Typica,700
Arabica,Colombia,huila,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,0.11,Blue-Green,1750,1750,1750,"June 8th, 2012",83.17,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Mexico,la concordia,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,0.11,NA,1380,1380,1380,"June 6th, 2012",83.17,alfredo bojalil,Typica,1380
Arabica,Brazil,south of minas,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,0.12,Green,1000,1000,1000,"March 19th, 2012",83.17,nucoffee,Mundo Novo,1000m
Arabica,Brazil,mogiana,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,0.11,Green,950,950,950,"February 17th, 2012",83.17,nucoffee,Mundo Novo,950m
Arabica,Guatemala,oriente,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,0,Green,1402.08,1402.08,1402.08,"February 1st, 2012",83.17,felipe isaza,Bourbon,4600 ft.
Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,0.12,Blue-Green,1000,1000,1000,"December 3rd, 2011",83.17,nucoffee,Mundo Novo,1000m
Arabica,Brazil,south of minas,NA,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,0.02,NA,900,900,900,"October 28th, 2011",83.17,nucoffee,NA,900m
Arabica,El Salvador,santa ana,NA,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,0.14,NA,1200,1200,1200,"August 23rd, 2011",83.17,the coffee source inc.,NA,1200 mts
Arabica,Ethiopia,limu,NA,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,0.01,NA,1850,1850,1850,"June 16th, 2010",83.17,ethiopia commodity exchange,NA,1850 m
Arabica,Colombia,cundinamarca,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,0,Green,1799,1799,1799,"February 20th, 2017",83.08,carcafe ltda ci,Caturra,1799
